BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,2907,24,,A1,4090 PARK AVENUE,,10457,1,0,1,"2,500","1,474",1901,1,A1,0,2024-03-28
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3030,69,,A1,4447 PARK AVENUE,,10457,1,0,1,"1,668","1,497",1899,1,A1,"615,000",2024-12-12
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3046,10,,A1,2040 WASHINGTON AVENUE,,10457,1,0,1,995,"1,566",1899,1,A1,0,2024-11-04
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3046,27,,A1,2090 WASHINGTON AVENUE,,10457,1,0,1,"2,356","2,213",1901,1,A1,0,2024-06-11
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3046,40,,A1,2073 BATHGATE AVENUE,,10457,1,0,1,"1,933","1,344",1899,1,A1,"425,000",2024-06-27
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3047,11,,A1,482 EAST 181ST STREET,,10457,1,0,1,"1,556","1,240",1901,1,A1,0,2024-06-14
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3050,91,,A9,503 EAST 182 STREET,,10457,1,0,1,"1,960","1,705",1901,1,A9,"515,000",2024-04-11
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3053,103,,A1,2327 BASSFORD AVE,,10458,1,0,1,913,"1,248",1901,1,A1,"413,000",2024-08-06
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2904,22,,B9,454 EAST 172ND ST,,10457,2,0,2,"1,658","1,428",1901,1,B9,"500,000",2024-02-08
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2912,117,,B1,1538 WASHINGTON AVENUE,,10457,2,0,2,"2,000","2,400",1993,1,B1,"750,000",2024-05-24
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2912,150,,B1,521 EAST 171ST STREET,,10457,2,0,2,"2,000","2,400",1993,1,B1,"835,000",2024-05-10
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2927,124,,B1,1487 CROTONA PLACE,,10456,2,0,2,"1,900","2,394",1994,1,B1,0,2024-05-08
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3030,202,,B3,4465 PARK AVENUE,,10457,2,0,2,"1,569","1,497",1899,1,B3,"380,000",2024-04-25
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3035,46,,S2,1967 WASHINGTON AVENUE,,10457,2,1,3,"2,728","2,946",1899,1,S2,0,2024-01-11
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3039,42,,B1,440 E 186TH ST,,10458,2,0,2,"2,000","2,112",1901,1,B1,"925,000",2024-12-18
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3048,53,,S2,4411 3RD AVENUE,,10457,2,1,3,"2,569","3,750",1931,1,S2,0,2024-12-24
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3050,64,,B2,506 EAST 183,,10458,2,0,2,"1,316","2,112",1901,1,B2,"494,529",2024-03-28
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3053,6,,B9,2304 BASSFORD,,10458,2,0,2,"2,129","2,960",1901,1,B9,"1,075,000",2024-12-20
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3053,6,,B9,2304 BASSFORD AVE,,10458,2,0,2,"2,129","2,960",1901,1,B9,"475,000",2024-12-18
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3053,15,,B2,2305 BATHGATE,,10458,2,0,2,"2,358","2,652",1901,1,B2,0,2024-03-19
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3053,15,,B2,2305 BATHGATE AVENUE,,10458,2,0,2,"2,358","2,652",1901,1,B2,"470,000",2024-03-14
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,2929,170,,C0,1699 FULTON,,10457,3,0,3,"2,360","3,402",2003,1,C0,0,2024-07-31
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3035,53,,C0,459 EAST 178TH STREET,,10457,3,0,3,"1,799","3,520",2007,1,C0,"1,175,000",2024-09-12
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3035,54,,C0,457 EAST 178TH STREET,,10457,3,0,3,"1,800","3,520",2007,1,C0,"1,175,000",2024-09-12
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3047,29,,C0,2108 BATHGATE,,10457,3,0,3,"1,650","3,316",2005,1,C0,"885,000",2024-03-15
2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3031,14,,V0,2324 WEBSTER AVENUE,,10458,0,0,0,"7,185",0,2024,1,V0,0,2024-02-29
2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3043,10,,V0,1940 WASHINGTON AVENUE,,10457,0,0,0,"22,381",0,,1,V0,0,2024-02-16
2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3043,16,,V0,N/A WASHINGTON AVENUE,,10457,0,0,0,"7,489",0,,1,V0,0,2024-02-16
2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3043,22,,V0,1951 BATHGATE AVENUE,,10457,0,0,0,"7,581",0,,1,V0,0,2024-02-16
2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3043,23,,V0,1949 BATHGATE AVENUE,,10457,0,0,0,"2,653",0,,1,V0,0,2024-02-16
2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3044,49,,V0,N/A BATHGATE AVENUE,,10457,0,0,0,276,0,,1,V0,"10,000",2024-06-13
2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3051,7,,V0,2246 BATHGATE AVENUE,,10457,0,0,0,"2,923",0,,1,V0,"5,000",2024-02-22
2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3051,7,,V0,2246 BATHGATE AVENUE,,10457,0,0,0,"2,923",0,,1,V0,"530,000",2024-06-18
2,BATHGATE,06 TAX CLASS 1 - OTHER,1,3046,36,,Z0,2081 BATHGATE AVENUE,,10457,0,0,0,"2,329",0,,1,Z0,"215,000",2024-12-05
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,3030,141,,C1,2248 WEBSTER AVENUE,,10457,27,0,27,"3,690","16,120",1913,2,C1,"1,950,000",2024-07-30
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2B,3031,39,,C1,2384 WEBSTER AVENUE,,10458,8,0,8,"3,600","8,580",1909,2,C1,"1,150,000",2024-11-01
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2A,3036,52,,C3,2039 WASHINGTON AVENUE,,10457,4,0,4,"3,625","7,050",1931,2,C3,0,2024-10-30
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,3050,8,,C1,2235 BASSFORD AVENUE,,10457,33,0,33,"5,592","28,000",1925,2,C1,"1,575,000",2024-12-18
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,3051,31,,C7,548 EAST 183 STREET,,10458,32,3,35,"5,452","24,094",1912,2,C7,0,2024-05-24
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2B,3052,18,,C7,4533 THIRD AVENUE,,10458,8,1,9,"2,500","10,000",1900,2,C7,"2,200,000",2024-11-04
2,BATHGATE,10 COOPS - ELEVATOR APARTMENTS,2,3044,40,,D4,"495 EAST 178 STREET, 6H",,10457,,,,,,1941,2,D4,"72,000",2024-07-19
2,BATHGATE,10 COOPS - ELEVATOR APARTMENTS,2,3044,40,,D4,"495 EAST 178TH STREET, 1F",,10457,,,,,,1941,2,D4,"50,516",2024-06-03
2,BATHGATE,10 COOPS - ELEVATOR APARTMENTS,2,3044,40,,D4,"495 EAST 178TH STREET, 1G",,10457,,,,,,1941,2,D4,"62,960",2024-06-03
2,BATHGATE,14 RENTALS - 4-10 UNIT,2A,2912,25,,S4,3827 3RD AVE,,10457,4,1,5,"2,000","5,940",2011,2,S4,0,2024-05-04
2,BATHGATE,14 RENTALS - 4-10 UNIT,2A,3048,52,,S4,4413 3 AVENUE,,10457,4,1,5,"2,500","6,000",1931,2,S4,0,2024-12-24
2,BATHGATE,21 OFFICE BUILDINGS,4,2923,31,,O7,4133 3 AVENUE,,10457,0,1,1,"8,858","7,592",1931,4,O7,"7,500,000",2024-07-01
2,BATHGATE,22 STORE BUILDINGS,4,3030,152,,K1,2268 WEBSTER AVENUE,,10457,0,1,1,"4,260","3,820",1931,4,K1,"1,300,000",2024-08-08
2,BATHGATE,22 STORE BUILDINGS,4,3043,77,,K4,521 EAST TREMONT AVENUE,,10457,0,7,7,"8,560","13,757",1931,4,K4,"8,225,000",2024-04-16
2,BATHGATE,22 STORE BUILDINGS,4,3043,77,,K4,521 EAST TREMONT AVENUE,,10457,0,10,10,"25,713","19,455",1931,4,K4,10,2024-07-03
2,BATHGATE,22 STORE BUILDINGS,4,3043,80,,K1,513 EAST TREMONT AVENUE,,10457,0,3,3,"5,698","5,698",1988,4,K1,10,2024-07-03
2,BATHGATE,22 STORE BUILDINGS,4,3043,80,,K1,513 EAST TREMONT AVENUE,,10457,0,3,3,"5,698","5,698",1988,4,K1,"8,225,000",2024-04-16
2,BATHGATE,22 STORE BUILDINGS,4,3053,81,,K2,2350 WASHINGTON AVE,,10458,1,1,2,"1,304","2,500",1931,4,K2,"850,000",2024-10-07
2,BATHGATE,26 OTHER HOTELS,4,3029,61,,H3,4325 PARK AVENUE,,10457,0,1,1,"4,006","11,408",2020,4,H3,"5,375,000",2024-11-26
2,BATHGATE,27 FACTORIES,4,2904,10,,F5,3876 PARK AVENUE,,10457,0,1,1,"7,530","17,955",1931,4,F5,"2,250,000",2024-11-06
2,BATHGATE,27 FACTORIES,4,2917,11,,F9,1840 WASHINGTON AVENUE,,10457,0,6,6,"6,849","11,960",1931,4,F9,"150,000",2024-09-24
2,BATHGATE,27 FACTORIES,4,2927,46,,F1,544 EAST 171 STREET,,10457,0,1,1,"3,471","13,864",1928,4,F1,"4,150,000",2024-11-18
2,BATHGATE,27 FACTORIES,4,3036,4,,F5,4324 PARK AVENUE,,10457,0,1,1,"17,625","35,250",1931,4,F5,0,2024-01-22
2,BATHGATE,29 COMMERCIAL GARAGES,4,2923,35,,G7,4121 3 AVENUE,,10457,0,0,0,"5,182",0,,4,G7,"7,500,000",2024-07-01
2,BATHGATE,29 COMMERCIAL GARAGES,4,3036,1,,G7,4318 PARK AVENUE,,10457,0,0,0,"8,300",0,,4,G7,0,2024-01-22
2,BATHGATE,29 COMMERCIAL GARAGES,4,3036,2,,G7,4316 PARK AVENUE,,10457,0,0,0,"2,275",0,,4,G7,0,2024-01-22
2,BATHGATE,29 COMMERCIAL GARAGES,4,3037,50,,G7,4448 PARK AVE,,10457,0,0,0,"7,050",0,,4,G7,"3,250,000",2024-09-05
2,BATHGATE,29 COMMERCIAL GARAGES,4,3038,3,,G2,4502 PARK AVENUE,,10457,0,1,1,"4,475","4,450",1910,4,G2,"1,500,000",2024-07-23
2,BATHGATE,29 COMMERCIAL GARAGES,4,3043,46,,G7,1904 BATHGATE AVENUE,,10457,0,0,0,"2,115",0,,4,G7,10,2024-07-03
2,BATHGATE,29 COMMERCIAL GARAGES,4,3043,46,,G7,1904 BATHGATE AVENUE,,10457,0,0,0,"2,115",0,,4,G7,"8,225,000",2024-04-16
2,BATHGATE,29 COMMERCIAL GARAGES,4,3043,67,,G6,4231 3 AVENUE,,10457,0,0,0,"21,434",0,,4,G6,10,2024-04-16
2,BATHGATE,29 COMMERCIAL GARAGES,4,3043,72,,G6,4223 3 AVENUE,,10457,0,0,0,"8,461",0,,4,G6,10,2024-07-03
2,BATHGATE,29 COMMERCIAL GARAGES,4,3043,72,,G6,4223 3 AVENUE,,10457,0,0,0,"8,461",0,,4,G6,"2,750,000",2024-04-16
2,BATHGATE,29 COMMERCIAL GARAGES,4,3047,21,,G4,495 EAST 180 STREET,,10457,0,1,1,"8,349","1,639",1931,4,G4,"83,351",2024-09-11
2,BATHGATE,30 WAREHOUSES,4,3036,9,,E9,4338 PARK AVENUE,,10457,0,1,1,"3,525","7,050",2007,4,E9,0,2024-01-22
2,BATHGATE,30 WAREHOUSES,4,3037,52,,E9,4452 PARK AVE,,10457,0,1,1,"3,525","3,525",1931,4,E9,"3,250,000",2024-09-05
2,BATHGATE,30 WAREHOUSES,4,3044,88,,E1,4263 3 AVENUE,,10457,0,1,1,"10,868","9,800",1931,4,E1,"7,245,900",2024-05-29
2,BATHGATE,31 COMMERCIAL VACANT LAND,4,2898,55,,V1,415 EAST 173 STREET,,10457,0,0,0,"1,487",0,,4,V1,0,2024-07-15
2,BATHGATE,31 COMMERCIAL VACANT LAND,4,2923,135,,V1,N/A 3 AVENUE,,10457,0,0,0,108,0,,4,V1,"7,500,000",2024-07-01
2,BATHGATE,31 COMMERCIAL VACANT LAND,4,3044,82,,V1,4277 THIRD AVE,,10457,0,0,0,"12,480",0,,4,V1,0,2024-05-29
2,BATHGATE,41 TAX CLASS 4 - OTHER,4,2897,143,,Z9,1628 EAST 173 STREET,,10457,0,0,0,"6,685",0,,4,Z9,0,2024-04-15
2,BATHGATE,41 TAX CLASS 4 - OTHER,4,2897,182,,Z9,N/A EAST 173 STREET,,10457,0,0,0,"3,885",0,,4,Z9,0,2024-04-15
2,BATHGATE,41 TAX CLASS 4 - OTHER,4,3044,93,,Z9,4261 3 AVENUE,,10457,0,0,0,"2,503",0,,4,Z9,"7,245,900",2024-05-29
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4706,32,,A2,3540 LACONIA AVENUE,,10469,1,0,1,"2,500","1,052",1935,1,A2,"555,000",2024-05-06
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4707,32,,A5,1123 EAST 212 STREET,,10469,1,0,1,"2,786","1,920",1945,1,A5,"625,000",2024-03-28
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4707,64,,A5,1118 EAST 213TH ST,,10469,1,0,1,"2,097","1,512",1950,1,A5,0,2024-03-27
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4708,126,,A5,1139 EAST 213 STREET,,10469,1,0,1,"2,000","1,140",1945,1,A5,"440,000",2024-08-02
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4709,51,,A5,1150 EAST 215 STREET,,10469,1,0,1,"1,710","1,732",1945,1,A5,0,2024-01-09
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4711,48,,A9,1323 NEEDHAM AVENUE,,10469,1,0,1,"1,710","1,690",1955,1,A9,"566,500",2024-03-07
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4715,9,,A9,1466 STICKNEY PLACE,,10469,1,0,1,"1,890","1,690",1950,1,A9,"610,000",2024-03-22
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4715,76,,A9,1457 STICKNEY PLACE,,10469,1,0,1,"1,638","1,690",1950,1,A9,0,2024-12-26
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4715,80,,A9,1449 STICKNEY PLACE,,10469,1,0,1,"1,638","1,690",1950,1,A9,"500,000",2024-05-15
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4719,54,,A9,1423 HICKS ST,,10469,1,0,1,"1,758","1,690",1960,1,A9,0,2024-02-26
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4724,51,,A9,3472 MICKLE AVENUE,,10469,1,0,1,"2,724","1,900",1950,1,A9,"240,000",2024-08-15
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4733,10,,A5,3349 BOUCK AVENUE,,10469,1,0,1,"1,900","1,254",1940,1,A5,"590,000",2024-06-20
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4733,19,,A5,3331 BOUCK AVENUE,,10469,1,0,1,"2,450","1,330",1940,1,A5,"600,000",2024-09-30
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4733,23,,A5,3317 BOUCK AVENUE,,10469,1,0,1,"1,900","1,254",1940,1,A5,0,2024-11-08
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,14,,A5,3359 WILSON AVENUE,,10469,1,0,1,"1,900","1,738",1940,1,A5,"510,000",2024-08-23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,55,,A5,3324 BOUCK,,10469,1,0,1,"1,900","1,681",1940,1,A5,0,2024-01-11
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,176,,A5,1284 GIVAN AVENUE,,10469,1,0,1,"1,899","1,280",1955,1,A5,"562,000",2024-11-12
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4736,162,,A5,3352 FISH AVENUE,,10469,1,0,1,"1,775","1,585",1935,1,A5,"577,000",2024-02-09
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4738,52,,A5,3338 FENTON AVENUE,,10469,1,0,1,"2,250","1,476",1940,1,A5,10,2024-08-03
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4739,16,,A5,3229 FISH AVENUE,,10469,1,0,1,"2,500","1,742",1930,1,A5,"475,000",2024-10-21
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4739,149,,A5,3230 WILSON AVENUE,,10469,1,0,1,"2,375","1,440",1940,1,A5,"700,000",2024-11-19
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,3,,A5,3261 CORSA AVENUE,,10469,1,0,1,"1,800","1,260",1950,1,A5,"640,000",2024-08-12
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,7,,A5,3253 CORSA AVENUE,,10469,1,0,1,"1,800","1,404",1950,1,A5,0,2024-04-08
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,17,,A5,3233 CORSA AVENUE,,10469,1,0,1,"1,800","1,260",1950,1,A5,"400,000",2024-12-16
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,53,,A5,3252 FENTON AVENUE,,10469,1,0,1,"2,050","1,280",1920,1,A5,"710,000",2024-02-01
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4744,25,,A5,3315 MICKLE AVENUE,,10469,1,0,1,"2,375","1,260",1940,1,A5,0,2024-11-20
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4744,26,,A5,3313 MICKLE AVENUE,,10469,1,0,1,"2,375","1,260",1940,1,A5,"675,000",2024-06-04
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4745,46,,A5,3322 MICKLE AVE,,10469,1,0,1,"1,520","1,432",1970,1,A5,"560,000",2024-08-23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4746,48,,A5,3246 CORSA AVENUE,,10469,1,0,1,"1,800","1,260",1950,1,A5,"535,000",2024-05-02
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4749,9,,A1,1664 TILLOTSON AVENUE,,10469,1,0,1,"4,279","1,444",1940,1,A1,0,2024-04-12
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,26,,A5,3323 GUNTHER AVENUE,,10469,1,0,1,"1,710","1,539",1950,1,A5,"665,000",2024-03-15
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,28,,A5,3319 GUNTHER AVE,,10469,1,0,1,"1,710","1,890",1950,1,A5,10,2024-01-24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,57,,A5,3336 TIEMANN AVENUE,,10469,1,0,1,"1,710","1,890",1950,1,A5,1,2024-10-31
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4751,48,,A5,3312 GUNTHER AVENUE,,10469,1,0,1,"1,710","1,188",1955,1,A5,"550,000",2024-04-23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4759,59,,S0,3182 FISH AVENUE,,10469,1,2,3,"5,689","2,310",1950,1,S0,"850,000",2024-12-27
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4761,90,,A5,1474 BURKE AVENUE,,10469,1,0,1,"1,498","1,627",1960,1,A5,0,2024-10-16
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4764,17,,A5,3135 KINGSLAND AVENUE,,10469,1,0,1,"2,209","1,798",1970,1,A5,0,2024-12-19
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4768,41,,A2,1657 ADEE AVENUE,,10469,1,0,1,"2,502","1,796",1915,1,A2,0,2024-11-05
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4768,59,,A2,3042 KINGSLAND AVENUE,,10469,1,0,1,"2,375","1,068",1901,1,A2,"520,000",2024-10-01
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4769,40,,A5,3114 TIEMANN AVENUE,,10469,1,0,1,"3,420","1,620",1960,1,A5,0,2024-10-04
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4775,5,,A2,1810 HAMMERSLEY AVENUE,,10469,1,0,1,"3,745","2,313",1960,1,A2,"775,000",2024-09-06
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4775,19,,A2,3029 BRUNER AVENUE,,10469,1,0,1,"4,750",900,1940,1,A2,"325,000",2024-11-15
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4775,28,,A1,3007 BRUNER AVENUE,,10469,1,0,1,"1,120","1,384",1955,1,A1,0,2024-12-17
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4775,35,,A5,3004 WICKHAM AVENUE,,10469,1,0,1,"4,200","1,384",1955,1,A5,0,2024-01-06
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4778,38,,A2,3116 GRACE AVENUE,,10469,1,0,1,"3,650","1,316",1950,1,A2,0,2024-02-20
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,15,,A5,3031 GRACE AVE,,10469,1,0,1,"2,653","1,368",1960,1,A5,0,2024-01-08
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,50,,A5,3028 ELY AVENUE,,10469,1,0,1,"2,651","1,260",1960,1,A5,"487,600",2024-08-28
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,57,,A5,3040 ELY AVENUE,,10469,1,0,1,"2,651","1,386",1960,1,A5,0,2024-07-25
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4781,73,,A5,3056 GRACE AVENUE,,10469,1,0,1,"1,737","1,674",1955,1,A5,"450,000",2024-07-01
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4784,8,,A5,2947 KINGSLAND AVENUE,,10469,1,0,1,"1,692","1,534",1960,1,A5,"550,000",2024-01-10
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4784,23,,A1,2927 KINGSLAND AVENUE,,10469,1,0,1,"3,555","2,008",1933,1,A1,"660,000",2024-05-20
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4784,70,,A5,1618 ADEE AVENUE,,10469,1,0,1,"1,443","1,534",1960,1,A5,"560,000",2024-03-21
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4787,26,,A1,2811 TIEMANN AVENUE,,10469,1,0,1,"2,000","1,322",1925,1,A1,0,2024-01-04
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4788,42,,A2,2922 TIEMANN AVENUE,,10469,1,0,1,"2,375",910,1930,1,A2,"190,000",2024-03-07
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4788,46,,A1,2932 TIEMANN AVENUE,,10469,1,0,1,"2,375",741,1930,1,A1,"750,000",2024-08-06
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4792,18,,A9,2831 GUNTHER AVENUE,,10469,1,0,1,"2,375","2,034",1925,1,A9,"563,000",2024-03-29
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4792,19,,A2,2829 GUNTHER AVENUE,,10469,1,0,1,"2,375","1,725",1925,1,A2,0,2024-04-24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4792,43,,A2,2826 TIEMANN AVENUE,,10469,1,0,1,"4,750","1,112",1925,1,A2,0,2024-12-30
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4793,23,,A1,2813 WICKHAM AVENUE,,10469,1,0,1,"4,750","1,540",1925,1,A1,0,2024-07-01
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4794,46,,A2,2834 WICKHAM AVENUE,,10469,1,0,1,"3,800","1,333",1930,1,A2,0,2024-08-22
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4795,36,,A5,2814 BRUNER AVENUE,,10469,1,0,1,"1,706","1,732",1965,1,A5,"350,000",2024-01-23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4803,44,,A5,2724 GUNTHER AVENUE,,10469,1,0,1,"1,520","1,088",1955,1,A5,10,2024-07-26
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4803,49,,A1,2738 GUNTHER AVENUE,,10469,1,0,1,"2,375","1,116",1925,1,A1,"300,000",2024-02-08
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4803,49,,A1,2738 GUNTHER AVENUE,,10469,1,0,1,"2,375","1,116",1925,1,A1,"450,000",2024-03-18
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4803,49,,B3,2738 GUNTHER AVENUE,,10469,2,0,2,"4,750","2,582",1925,1,A1,"1,285,000",2024-12-11
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4804,49,,A1,2738 WICKHAM AVENUE,,10469,1,0,1,"2,375","1,332",1925,1,A1,"650,000",2024-10-21
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4881,62,,A1,3333 BAYCHESTER AVENUE,,10469,1,0,1,"2,500","1,167",1920,1,A1,0,2024-10-08
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4882,1,,A2,3378 ELY AVENUE,,10469,1,0,1,"6,650",796,1901,1,A2,"499,995",2024-07-25
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4885,52,,A2,3400 ELY AVENUE,,10469,1,0,1,"3,563","1,405",1920,1,A2,0,2024-05-08
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4886,29,,A1,3425 EDSON AVENUE,,10469,1,0,1,"2,375","1,257",1925,1,A1,"380,000",2024-09-20
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4886,47,,A1,3418 GRACE AVENUE,,10469,1,0,1,"3,555","1,296",1925,1,A1,0,2024-01-10
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4886,47,,A1,3418 GRACE AVENUE,,10469,1,0,1,"3,555","1,296",1925,1,A1,0,2024-03-20
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4886,47,,A1,3418 GRACE AVENUE,,10469,1,0,1,"3,555","1,296",1925,1,A1,0,2024-06-26
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4886,70,,A9,3409 EDSON AVENUE,,10469,1,0,1,"7,125",500,1970,1,A9,"286,000",2024-04-01
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4887,45,,A2,3444 EDSON AVENUE,,10469,1,0,1,"5,000","1,440",1950,1,A2,0,2024-05-02
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4898,8,,A5,1275 EAST 223RD STREET,,10466,1,0,1,"1,600",960,1955,1,A5,"500,000",2024-07-08
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4898,11,,A5,1269 EAST 223RD STREET,,10466,1,0,1,"1,600",960,1955,1,A5,"510,000",2024-08-15
